Suburb,Address,Rooms,Type,Price,SellerG,Date,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Port Melbourne,111 Stokes St,4,h,2160K,Cayzer,28/05/2016,3207,3,3,2,232,230,,Port Phillip,-37.8392,144.9378,Southern Metropolitan,8648
Bulleen,28 Flinders St,2,h,903K,Barry,26/07/2016,3105,2,1,1,591,140,1965,Manningham,-37.7679,145.0978,Eastern Metropolitan,4480
Ormond,1/24 Lillimur Rd,2,u,479500,Ray,28/05/2016,3204,2,1,1,0,92,,Glen Eira,-37.9021,145.0417,Southern Metropolitan,3578
Melbourne,1501/87 Franklin St,2,u,535K,HAR,7/5/16,3000,2,1,1,0,84,2001,Melbourne,-37.808,144.9617,Northern Metropolitan,17496
Glen Waverley,11 Buller Dr,4,h,1331K,McGrath,27/05/2017,3150,4,2,2,762,,,Monash,-37.86584,145.16502,Eastern Metropolitan,15321
Collingwood,4/67 Easey St,2,u,535K,Nelson,6/5/17,3066,2,1,1,0,63,1970,Yarra,-37.7981,144.9883,Northern Metropolitan,4553
Ascot Vale,54 South St,5,h,1905K,Nelson,18/03/2017,3032,5,2,2,521,,,Moonee Valley,-37.7778,144.9261,Western Metropolitan,6567
Glen Iris,48 Alfred Rd,3,h,1530K,Jellis,4/6/16,3146,3,1,1,753,118,1940,Boroondara,-37.8543,145.0889,Southern Metropolitan,10412
Kew,3/89 Earl St,3,t,835K,Hall,20/05/2017,3101,3,2,2,247,147.2,2007,Boroondara,-37.7944,145.0327,Southern Metropolitan,10331
Parkville,401/228 The Avenue,3,u,1770K,Woodards,3/6/17,3052,3,2,1,2431,70,1999,Melbourne,-37.78212,144.95755,Northern Metropolitan,2309
Doncaster,14 Morris St,4,h,1955K,Jellis,29/04/2017,3108,4,2,2,1033,,,Manningham,-37.7929,145.1184,Eastern Metropolitan,9028
Albion,3 Barclay St,2,h,460K,Barry,30/07/2016,3020,2,1,2,463,85,,Brimbank,-37.7813,144.8234,Western Metropolitan,2185
Bentleigh East,2/3 Wonga Ct,2,t,486500,hockingstuart,8/10/16,3165,2,1,1,0,75,1960,Glen Eira,-37.9082,145.0681,Southern Metropolitan,10969
South Yarra,61 Osborne St,3,h,2395K,hockingstuart,18/03/2017,3141,3,1,2,442,,,Stonnington,-37.8432,144.9906,Southern Metropolitan,14887
Glenroy,4 Glenroy Rd,2,h,726335,Eview,27/11/2016,3046,2,1,2,590,,,Moreland,-37.7072,144.938,Northern Metropolitan,8870
South Yarra,33a Clara St,2,h,1500K,Castran,12/6/16,3141,2,1,2,141,,,Stonnington,-37.8408,144.9977,Southern Metropolitan,14887
Northcote,13 Vauxhall Rd,3,h,1610K,Jellis,27/11/2016,3070,3,1,2,501,,,Darebin,-37.7771,145.0116,Northern Metropolitan,11364
Altona North,6 Hill St,3,h,815K,hockingstuart,25/02/2017,3025,3,2,3,555,130,1960,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132
Brunswick West,2/59 Smith St,2,h,573K,Jellis,1/7/17,3055,2,1,1,0,,1970,Moreland,-37.76732,144.94098,Northern Metropolitan,7082
Templestowe Lower,20 Fyfe Dr,3,h,1181K,Jellis,24/06/2017,3107,3,1,2,656,,,Manningham,-37.77158,145.11816,Eastern Metropolitan,5420
Fitzroy,4/113 Cecil St,2,u,810K,Jellis,6/8/16,3065,2,1,2,0,71,1965,Yarra,-37.7941,144.9802,Northern Metropolitan,5825
Ashburton,1/7 Y St,3,t,1710K,Marshall,27/11/2016,3147,3,2,2,295,,1990,Boroondara,-37.8624,145.0798,Southern Metropolitan,3052
Moonee Ponds,6 Robinson St,4,h,1640K,Brad,16/07/2016,3039,4,2,1,435,329,1920,Moonee Valley,-37.7601,144.9228,Western Metropolitan,6232
Avondale Heights,40a Herbert St,3,h,560500,Nelson,16/04/2016,3034,3,1,1,177,,,Moonee Valley,-37.7664,144.8583,Western Metropolitan,4502
Reservoir,146 North Rd,3,h,812K,Ray,12/6/16,3073,3,1,2,696,,1950,Darebin,-37.7223,145.0126,Northern Metropolitan,21650
Reservoir,29 Byfield St,3,h,877500,Nelson,24/06/2017,3073,3,1,1,598,,,Darebin,-37.71394,145.00387,Northern Metropolitan,21650
Pascoe Vale,10/43 Arndt Rd,2,u,427500,hockingstuart,20/05/2017,3044,2,1,1,134,75,1988,Moreland,-37.7216,144.9292,Northern Metropolitan,7485
Murrumbeena,3/34 Bute St,1,u,290K,McGrath,15/10/2016,3163,1,1,1,0,,,Glen Eira,-37.8956,145.0705,Southern Metropolitan,4442
Thomastown,18 Dakota Dr,3,h,605K,Ray,8/7/17,3074,3,1,2,533,114,1975,Whittlesea,-37.68579,144.98878,Northern Metropolitan,7955
Clifton Hill,15 Caroline St,3,h,1460K,Nelson,27/05/2017,3068,3,1,0,192,85,1900,Yarra,-37.78992,144.99845,Northern Metropolitan,2954
Ivanhoe,5/139 Bond St,2,t,785K,Jellis,22/08/2016,3079,2,2,1,124,135,2010,Banyule,-37.7618,145.0287,Eastern Metropolitan,5549
Croydon,8 Banool Ct,4,h,932K,Hoskins,1/7/17,3136,4,2,2,880,225,1970,Maroondah,-37.79587,145.2683,Eastern Metropolitan,11925
Richmond,9 Wall St,2,h,1341K,Biggin,27/05/2017,3121,2,1,0,135,87,1890,Yarra,-37.82241,145.00235,Northern Metropolitan,14949
Sunshine West,122 Glengala Rd,3,h,587K,Barry,22/08/2016,3020,3,1,1,694,,,Brimbank,-37.7892,144.8137,Western Metropolitan,6763
Brunswick,7/117 Albion St,2,t,620K,Harrington,10/12/16,3056,2,2,1,72,2,,Moreland,-37.7609,144.969,Northern Metropolitan,11918
Hawthorn,8B Myrtle St,2,t,1055K,Jellis,27/11/2016,3122,2,2,1,191,151,1975,Boroondara,-37.813,145.0167,Southern Metropolitan,11308
Epping,99 Peppercorn Pde,3,h,552K,Love,12/8/17,3076,3,1,2,549,,,Whittlesea,-37.64992,145.04257,Northern Metropolitan,10926
St Kilda,2/79 Barkly St,2,u,700K,Whiting,28/05/2016,3182,2,1,1,0,,,Port Phillip,-37.8626,144.9818,Southern Metropolitan,13240
Doreen,13 Sandover St,4,h,531K,Barry,29/07/2017,3754,4,2,2,411,,,Whittlesea,-37.6038,145.10958,Northern Victoria,7254
Sunbury,17 Mudie Av,4,h,512500,Raine,8/7/17,3429,4,2,2,581,139,1960,Hume,-37.57355,144.70854,Western Metropolitan,14092
Hampton,3/22 Holyrood St,3,t,1140K,hockingstuart,26/07/2016,3188,3,2,2,224,,1999,Bayside,-37.9336,144.997,Southern Metropolitan,5454
Williamstown,46 Pasco St,4,h,1400K,Gunn&Co,3/9/16,3016,4,2,1,320,160,1950,Hobsons Bay,-37.8613,144.8988,Western Metropolitan,6380
Sunshine West,54 Hilma St,3,h,825K,Barry,15/10/2016,3020,3,1,0,792,,,Brimbank,-37.7913,144.802,Western Metropolitan,6763
Carlton North,392 Station St,2,h,2400K,Kelly,12/11/16,3054,1,2,0,413,172,1900,Yarra,-37.7875,144.9759,Northern Metropolitan,3106
Yallambie,342 Yallambie Rd,4,h,793K,Barry,18/03/2017,3085,4,2,1,592,,,Banyule,-37.728,145.1017,Northern Metropolitan,1369
St Kilda,9/60 Carlisle St,2,u,615K,hockingstuart,17/06/2017,3182,2,1,1,1123,84,1920,Port Phillip,-37.86736,144.98391,Southern Metropolitan,13240
Mill Park,68 Heritage Dr,3,h,675K,HAR,16/09/2017,3082,3,1,4,640,,1980,,-37.65296,145.04564,Northern Metropolitan,10529
Niddrie,27 The Avenue,4,h,1751K,Barry,17/06/2017,3042,4,3,2,564,500,,Moonee Valley,-37.73666,144.87725,Western Metropolitan,2291
Bulleen,42 Gisborne St,4,h,1140K,hockingstuart,24/09/2016,3105,4,2,3,554,,,Manningham,-37.7624,145.0961,Eastern Metropolitan,4480
Northcote,9 Brooke St,2,h,1255K,Ray,18/03/2017,3070,2,1,2,314,120,,Darebin,-37.7762,145.003,Northern Metropolitan,11364
Burwood,1/46 Gillard St,3,h,570K,Ray,17/09/2016,3125,3,1,1,384,112,1950,Whitehorse,-37.8542,145.1138,Southern Metropolitan,5678
Carnegie,10/12 St Huberts Rd,1,u,350K,hockingstuart,19/11/2016,3163,1,1,1,0,53,1980,Glen Eira,-37.8894,145.0508,Southern Metropolitan,7822
Bentleigh,42 Hutchinson St,2,u,710K,Woodards,8/4/17,3204,2,1,3,225,,,Glen Eira,-37.9243,145.0497,Southern Metropolitan,6795
Reservoir,65 Barry St,2,h,836K,Love,10/12/16,3073,2,1,3,821,,,Darebin,-37.7093,145.0006,Northern Metropolitan,21650
Essendon,105 Ogilvie St,4,h,1500K,Nelson,16/07/2016,3040,4,2,2,858,,,Moonee Valley,-37.7442,144.8934,Western Metropolitan,9264
Bentleigh,8B McKittrick Rd,4,t,1320K,Buxton,27/11/2016,3204,4,3,3,346,220,2010,Glen Eira,-37.9294,145.041,Southern Metropolitan,6795
St Albans,34 Conrad St,1,h,565K,Bells,27/05/2017,3021,1,1,2,617,,,Brimbank,-37.73385,144.80535,Western Metropolitan,14042
Niddrie,97 Haldane Rd,3,t,770K,Frank,7/5/16,3042,3,2,1,313,145,2011,Moonee Valley,-37.7335,144.8788,Western Metropolitan,2291
Doncaster,39 Frederick St,4,t,855K,Barry,3/12/16,3108,4,2,2,242,,,Manningham,-37.7915,145.1258,Eastern Metropolitan,9028
Reservoir,657 Gilbert Rd,3,h,777K,Nelson,27/11/2016,3073,3,1,2,480,,,Darebin,-37.7265,144.9918,Northern Metropolitan,21650
Caulfield North,15/496 Dandenong Rd,2,u,450K,Gary,18/03/2017,3161,2,1,1,1092,63,2014,Glen Eira,-37.8647,145.0232,Southern Metropolitan,6923
Viewbank,9 Rosebud Pde,4,h,1080K,Miles,4/3/17,3084,4,1,2,676,,,Banyule,-37.7389,145.0861,Eastern Metropolitan,2698
Brunswick East,1/51 Brunswick Rd,2,h,620K,Nicholson,29/07/2017,3057,2,1,1,123,79,1960,Moreland,-37.7784,144.97404,Northern Metropolitan,5533
Fawkner,169 Anderson Rd,3,h,730K,hockingstuart,29/04/2017,3060,3,1,2,638,,,Moreland,-37.6952,144.9613,Northern Metropolitan,5070
Northcote,64 Union St,3,h,1860K,Nelson,16/04/2016,3070,2,3,1,448,,,Darebin,-37.7792,144.9951,Northern Metropolitan,11364
Craigieburn,28 Powell St,3,h,412500,RE,26/08/2017,3064,3,2,1,197,0,2012,,-37.57687,144.911,Northern Metropolitan,15510
Doreen,6 Aria Ct,4,h,555K,HAR,3/9/17,3754,4,2,2,387,,,,-37.59589,145.11364,Northern Victoria,7254
Ascot Vale,1/20 Newsom St,3,t,1050K,Jellis,19/11/2016,3032,3,2,2,318,160,2013,Moonee Valley,-37.7744,144.9035,Western Metropolitan,6567
Niddrie,1/49 Hamilton St,2,u,591K,Brad,30/07/2016,3042,2,1,1,269,,,Moonee Valley,-37.74,144.8851,Western Metropolitan,2291
Preston,1c Mary St,2,h,770K,Jellis,18/06/2016,3072,2,2,1,76,129,2013,Darebin,-37.7443,145.0015,Northern Metropolitan,14577
Keilor Park,5/8 Swan St,2,t,380K,Nelson,10/9/16,3042,2,1,1,161,100,2010,Brimbank,-37.7251,144.8621,Western Metropolitan,1119
Sandringham,124 Abbott St,3,h,1651K,Buxton,22/07/2017,3191,3,2,1,390,125,1950,Bayside,-37.95035,145.01571,Southern Metropolitan,4497
Hawthorn,9 Randolph St,3,h,1460K,Nelson,29/07/2017,3122,3,1,1,259,,,Boroondara,-37.81628,145.02125,Southern Metropolitan,11308
Hawthorn East,20 Beaconsfield Rd,2,h,1585K,Jellis,10/12/16,3123,2,1,2,390,102,1935,Boroondara,-37.8322,145.0486,Southern Metropolitan,6482
Ashburton,69 Albion Rd,3,h,1670K,Jellis,3/12/16,3147,3,2,2,599,220,1930,Boroondara,-37.8673,145.0688,Southern Metropolitan,3052
Glen Waverley,2/51 Avonhurst Dr,2,u,656K,Harcourts,22/07/2017,3150,2,1,1,345,120,2012,Monash,-37.89919,145.14856,Eastern Metropolitan,15321
Epping,2/4 Grimwade Ct,2,u,437K,hockingstuart,1/7/17,3076,2,1,2,351,109,2000,Whittlesea,-37.65099,145.04663,Northern Metropolitan,10926
Oakleigh,9 Winifred St,3,h,1124K,Ray,27/06/2016,3166,3,1,1,685,,,Monash,-37.8952,145.1021,Southern Metropolitan,3224
Essendon,26a Violet St,3,u,891K,Brad,15/10/2016,3040,3,2,1,0,,,Moonee Valley,-37.7546,144.9134,Western Metropolitan,9264
Malvern East,15 Prior Rd,3,h,1335K,Stockdale,27/11/2016,3145,3,2,2,606,133,1965,Stonnington,-37.8831,145.0879,Southern Metropolitan,8801
South Yarra,76 Osborne St,1,h,2115K,Marshall,17/09/2016,3141,1,1,1,569,,,Stonnington,-37.8428,144.991,Southern Metropolitan,14887
Hadfield,41 Davies St,4,h,772500,Stockdale,4/6/16,3046,3,2,2,595,,1983,Moreland,-37.7116,144.9468,Northern Metropolitan,2606
Newport,78A Oxford St,4,h,1316K,Williams,27/11/2016,3015,4,2,3,539,,2000,Hobsons Bay,-37.8366,144.8773,Western Metropolitan,5498
Footscray,1/38 Lynch St,1,u,357K,Village,6/8/16,3011,1,1,0,0,,1980,Maribyrnong,-37.7964,144.9027,Western Metropolitan,7570
Spotswood,6 McNeilage St,2,h,832500,Jas,7/5/16,3015,2,1,2,562,116,1950,Hobsons Bay,-37.8333,144.8868,Western Metropolitan,1223
Port Melbourne,133/95 Rouse St,2,u,1070K,RT,10/9/16,3207,2,2,1,0,,2003,Port Phillip,-37.8435,144.9415,Southern Metropolitan,8648
Glenroy,46 Stanley St,4,h,1025K,Burnham,6/8/16,3046,4,2,4,1011,,,Moreland,-37.712,144.9127,Northern Metropolitan,8870
Moorabbin,48 Matilda Rd,3,h,1110K,Woodards,4/3/17,3189,3,1,4,690,,,Kingston,-37.9386,145.0585,Southern Metropolitan,2555
Epping,12 Cabot Dr,3,h,500K,Harcourts,27/05/2017,3076,3,2,2,553,117,1975,Whittlesea,-37.64463,145.04155,Northern Metropolitan,10926
Elwood,34 Selwyn Av,3,h,1820K,Chisholm,29/07/2017,3184,3,2,3,144,,,Port Phillip,-37.88617,144.9833,Southern Metropolitan,8989
Werribee,10 Wallara Rd,3,h,390K,Hayeswinckle,3/6/17,3030,3,1,2,530,109,1987,Wyndham,-37.90111,144.63302,Western Metropolitan,16166
Prahran,5/60 Chomley St,2,u,473K,Jellis,14/05/2016,3181,2,1,1,0,,,Stonnington,-37.8559,145.006,Southern Metropolitan,7717
Strathmore,140 Woodland St,3,h,1650K,Trimson,24/06/2017,3041,3,3,2,698,,,Moonee Valley,-37.74246,144.92074,Western Metropolitan,3284
North Melbourne,18/375 Abbotsford St,3,u,681K,JMRE,29/07/2017,3051,3,1,1,1843,,1960,Melbourne,-37.79773,144.94611,Northern Metropolitan,6821
Malvern East,2083 Malvern Rd,3,h,1105K,Buxton,6/8/16,3145,3,2,2,331,,,Stonnington,-37.877,145.067,Southern Metropolitan,8801
Newport,1 River St,2,h,1120K,RT,14/05/2016,3015,1,1,3,574,,,Hobsons Bay,-37.8414,144.8922,Western Metropolitan,5498
Newport,36 Davies St,3,h,1250K,Greg,24/06/2017,3015,3,1,1,343,,,Hobsons Bay,-37.84502,144.88612,Western Metropolitan,5498
Footscray,5/248 Gordon St,2,u,395K,Sweeney,15/07/2017,3011,2,1,1,0,73,1970,Maribyrnong,-37.79711,144.88825,Western Metropolitan,7570
Glenroy,20A Apsley St,3,h,820K,Stockdale,29/07/2017,3046,3,1,4,650,135,1950,Moreland,-37.70768,144.92586,Northern Metropolitan,8870
Carnegie,9/314 Neerim Rd,3,u,602500,Thomson,16/07/2016,3163,3,1,2,0,,,Glen Eira,-37.8893,145.0589,Southern Metropolitan,7822
Altona,219 Civic Pde,3,h,740K,Greg,28/08/2016,3018,3,1,2,604,,,Hobsons Bay,-37.8631,144.8195,Western Metropolitan,5301
Ringwood,3 Sang Ct,3,h,910K,Philip,22/07/2017,3134,3,2,2,651,162,1977,Maroondah,-37.79638,145.24268,Eastern Metropolitan,7785
Craigieburn,6 Virtue Wy,4,h,595K,Ray,22/07/2017,3064,4,2,2,420,,2015,Hume,-37.59386,144.90009,Northern Metropolitan,15510
Wantirna South,6/17 Pach Rd,3,h,778K,Prof.,8/7/17,3152,3,2,2,306,,2012,Knox,-37.85605,145.24496,Eastern Metropolitan,7082
Dingley Village,18 Albert Pl,3,t,802K,Buxton,15/07/2017,3172,3,2,2,251,185,1998,Kingston,-37.98146,145.11715,South-Eastern Metropolitan,3940
Glen Waverley,20 Walter St,4,h,1715K,Barry,17/06/2017,3150,4,1,2,758,,,Monash,-37.86924,145.16471,Eastern Metropolitan,15321
Hawthorn,12/48 Oxley Rd,2,u,743K,Jellis,24/09/2016,3122,2,1,2,0,,,Boroondara,-37.8249,145.0405,Southern Metropolitan,11308
Box Hill,31/41 Harrow St,2,u,465K,Ray,13/08/2016,3128,2,2,1,0,65,2010,Whitehorse,-37.8216,145.127,Eastern Metropolitan,4605
Moonee Ponds,5/51 Buckley St,1,u,292K,Barry,27/06/2016,3039,1,1,1,0,45,1970,Moonee Valley,-37.758,144.9237,Western Metropolitan,6232
Northcote,21 Mitchell St,4,h,2990K,McGrath,22/04/2017,3070,4,1,2,557,,,Darebin,-37.7721,145.0004,Northern Metropolitan,11364
Viewbank,23 Kuranga Rd,4,h,1140K,Miles,8/4/17,3084,4,2,4,863,,,Banyule,-37.7317,145.0952,Eastern Metropolitan,2698
Mernda,3 Flowerdale Ct,3,h,517K,Harcourts,17/06/2017,3754,3,2,4,400,,,Whittlesea,-37.60697,145.09208,Northern Metropolitan,5812
Bayswater,15 Edinburgh Rd,5,h,900K,LJ,8/7/17,3153,5,2,2,942,,,Knox,-37.85721,145.26305,Eastern Metropolitan,5030
Sunshine,2 Colin St,4,h,990K,FN,8/4/17,3020,4,1,6,654,189,1950,Brimbank,-37.7803,144.8415,Western Metropolitan,3755
Richmond,6/361 Church St,1,u,415K,Jellis,16/07/2016,3121,1,1,1,0,,,Yarra,-37.8234,144.9985,Northern Metropolitan,14949
South Yarra,6/97 Osborne St,1,u,380K,hockingstuart,10/12/16,3141,1,1,1,0,41,1980,Stonnington,-37.8415,144.991,Southern Metropolitan,14887
Albert Park,32 Page St,2,h,1340K,Greg,25/02/2017,3206,2,1,0,136,,,Port Phillip,-37.846,144.9517,Southern Metropolitan,3280
Hughesdale,1/13 Swindon Rd,2,u,516K,Ray,3/9/16,3166,2,1,1,0,76,1970,Monash,-37.8967,145.0858,Southern Metropolitan,3145
Surrey Hills,66 Durham Rd,4,h,1455K,Jellis,10/12/16,3127,4,2,1,494,,,Boroondara,-37.8317,145.0901,Southern Metropolitan,5457
South Melbourne,119 Park St,2,u,600K,Greg,12/11/16,3205,2,1,1,0,,,Port Phillip,-37.834,144.9665,Southern Metropolitan,5943
Ringwood East,3A Homebush Ct,3,h,777K,Harcourts,22/07/2017,3135,3,2,2,502,,,Maroondah,-37.82268,145.25058,Eastern Metropolitan,4407
Preston,22 Furzer St,3,h,1200K,Love,15/10/2016,3072,3,1,1,847,120,1965,Darebin,-37.7279,144.9849,Northern Metropolitan,14577
North Melbourne,15 Mary St,3,t,1065K,Alexkarbon,28/05/2016,3051,3,2,1,64,,2008,Melbourne,-37.7994,144.9521,Northern Metropolitan,6821
Strathmore,44 Lind St,5,h,1485K,Rendina,18/06/2016,3041,5,2,4,502,365,2012,Moonee Valley,-37.7317,144.9177,Western Metropolitan,3284
Gowanbrae,3 Birk Ct,3,h,680K,Nelson,8/4/17,3043,3,2,1,277,168,2010,Moreland,-37.7039,144.8986,Western Metropolitan,1071
Pascoe Vale,4/305 Cumberland Rd,1,u,248500,Brad,28/08/2016,3044,1,1,1,49,49,1970,Moreland,-37.7152,144.9402,Northern Metropolitan,7485
Preston,428 Plenty Rd,3,h,996K,hockingstuart,27/05/2017,3072,3,1,2,581,,,Darebin,-37.73972,145.0111,Northern Metropolitan,14577
Carnegie,3/9 Maroona Rd,1,u,365K,hockingstuart,30/07/2016,3163,1,1,1,0,48,1960,Glen Eira,-37.8887,145.048,Southern Metropolitan,7822
Sandringham,7 Duff St,4,h,1665K,hockingstuart,16/09/2017,3191,4,3,2,780,,,,-37.9602,145.02026,Southern Metropolitan,4497
Mont Albert,50/781 Whitehorse Rd,2,u,750K,RW,4/2/16,3127,2,2,2,0,80,2003,Whitehorse,-37.8161,145.1098,Eastern Metropolitan,2079
Canterbury,18 Irilbarra Rd,4,h,2950K,Marshall,3/9/16,3126,4,2,2,687,215,1935,Boroondara,-37.8186,145.0706,Southern Metropolitan,3265
Brighton East,1/373 South Rd,3,u,725K,Buxton,8/4/17,3187,3,1,1,137,,,Bayside,-37.9319,145.0282,Southern Metropolitan,6938
Docklands,202/440 Docklands Dr,4,t,1370K,Raine,13/08/2016,3008,4,2,2,0,,,Melbourne,-37.8141,144.9387,Southern Metropolitan,4707
Sandringham,6/76 Bay Rd,2,u,643500,hockingstuart,1/7/17,3191,2,1,1,0,67,1970,Bayside,-37.95236,145.00737,Southern Metropolitan,4497
Airport West,9 South Rd,3,h,961K,Nelson,1/7/17,3042,3,1,2,717,,1950,Moonee Valley,-37.72274,144.88002,Western Metropolitan,3464
Donvale,14 Sturdee Rd,3,h,904K,Fletchers,15/07/2017,3111,3,1,2,720,116,1960,Manningham,-37.80349,145.19666,Eastern Metropolitan,4790
Hampton,36 Thomas St,4,h,3250K,hockingstuart,3/9/16,3188,4,3,2,928,300,1904,Bayside,-37.9389,145.0062,Southern Metropolitan,5454
Moonee Ponds,27 The Strand,2,h,1250K,Nelson,1/7/17,3039,2,1,1,450,,,Moonee Valley,-37.76121,144.92525,Western Metropolitan,6232
Reservoir,5 Carson St,3,h,665K,Love,8/4/17,3073,3,1,2,874,,,Darebin,-37.6982,145.0043,Northern Metropolitan,21650
Hawthorn,6 Salisbury Gr,3,h,1741K,Marshall,10/9/16,3122,3,1,1,383,109,1910,Boroondara,-37.8155,145.0385,Southern Metropolitan,11308
Greensborough,6 Pembroke St,3,h,785K,Darren,23/09/2017,3088,3,1,2,840,137,1960,,-37.69443,145.11245,Northern Metropolitan,8524
Williamstown,2/20 Victoria St,3,u,890K,Gunn&Co,3/12/16,3016,3,1,3,0,111,1980,Hobsons Bay,-37.8663,144.8883,Western Metropolitan,6380
South Yarra,9 Nicholson St,2,h,1405K,Beller,22/04/2017,3141,2,1,0,219,,,Stonnington,-37.8424,144.9867,Southern Metropolitan,14887
Watsonia,17 Longmuir Rd,3,h,785K,Barry,4/3/17,3087,3,1,2,0,,,Banyule,-37.7114,145.0885,Northern Metropolitan,2329
Caroline Springs,3 Salford La,3,h,646K,HAR,23/09/2017,3023,3,1,2,238,171,2004,,-37.73917,144.72874,Western Metropolitan,7719
Richmond,57 Type St,3,h,1590K,hockingstuart,29/04/2017,3121,3,1,1,318,,,Yarra,-37.8225,145.0096,Northern Metropolitan,14949
Heidelberg West,22 Redwood St,1,h,636K,Barry,26/07/2016,3081,1,1,1,588,,,Banyule,-37.7454,145.0397,Eastern Metropolitan,2674
Bentleigh,74 Fromer St,4,h,1328K,hockingstuart,10/9/16,3204,3,2,2,610,112,1940,Glen Eira,-37.9291,145.0472,Southern Metropolitan,6795
Hawthorn East,2 Fairmount Rd,4,h,2320K,RT,3/6/17,3123,4,2,2,528,199,1980,Boroondara,-37.83539,145.0431,Southern Metropolitan,6482
Brunswick West,196 Melville Rd,2,h,816K,Nelson,28/08/2016,3055,3,2,1,343,115,1930,Moreland,-37.7552,144.9458,Northern Metropolitan,7082
Ascot Vale,30 Rothwell St,3,h,940K,Nelson,3/12/16,3032,3,1,2,298,108,1920,Moonee Valley,-37.7777,144.9195,Western Metropolitan,6567
Essendon North,5/15 Bulla Rd,2,u,415500,Nelson,22/04/2017,3041,2,1,1,82,,1970,Moonee Valley,-37.743,144.9084,Western Metropolitan,1308
Balwyn North,53 Sweyn St,2,h,1400K,Noel,10/12/16,3104,2,1,1,694,,,Boroondara,-37.7941,145.1042,Southern Metropolitan,7809
Prahran,18/61 High St,2,u,685K,hockingstuart,20/05/2017,3181,2,1,1,8220,87,1965,Stonnington,-37.8508,144.9874,Southern Metropolitan,7717
Port Melbourne,205 Heath St,2,h,1115K,Chisholm,12/11/16,3207,2,1,0,120,76,1900,Port Phillip,-37.8322,144.947,Southern Metropolitan,8648
Sunshine,11 Thomson St,3,h,625K,Barry,3/12/16,3020,3,1,1,203,,1950,Brimbank,-37.7853,144.843,Western Metropolitan,3755
Caroline Springs,2 Cranwell Sq,3,t,430K,O'Brien,8/7/17,3023,3,2,2,194,,2010,Melton,-37.7253,144.7484,Western Metropolitan,7719
Clifton Hill,32 Myrtle St,2,h,1250K,Wilson,13/05/2017,3068,2,1,1,168,,,Yarra,-37.7914,144.9967,Northern Metropolitan,2954
Essendon,4/23 Fletcher St,2,u,456K,Brad,8/10/16,3040,2,1,0,0,,,Moonee Valley,-37.7557,144.9222,Western Metropolitan,9264
Ashburton,3A Crete Av,3,h,1210K,Jellis,23/09/2017,3147,3,1,3,407,93,1955,,-37.8696,145.0866,Southern Metropolitan,3052
Sunshine,14 Baker St,4,h,760K,Douglas,8/4/17,3020,4,1,5,650,,,Brimbank,-37.7867,144.8437,Western Metropolitan,3755
Reservoir,10 Zinnia St,3,h,502500,Ray,6/8/16,3073,2,1,2,491,,,Darebin,-37.7152,144.9823,Northern Metropolitan,21650
Reservoir,19 Tovey St,4,h,770K,Ray,8/4/17,3073,4,3,3,697,213,1970,Darebin,-37.701,144.9993,Northern Metropolitan,21650
Hawthorn,7 Brook St,3,h,2000K,Nelson,6/8/16,3122,3,2,1,460,176,1940,Boroondara,-37.8155,145.019,Southern Metropolitan,11308
Brunswick,29 Stewart St,4,h,2230K,Nelson,4/3/17,3056,4,2,3,851,287,1940,Moreland,-37.7637,144.9662,Northern Metropolitan,11918
Glenroy,47 Cardinal Rd,4,h,1217500,Barry,24/09/2016,3046,4,3,2,693,192,2014,Moreland,-37.7111,144.9275,Northern Metropolitan,8870
Thornbury,4/2 Strettle St,2,u,716K,Love,8/4/17,3071,2,1,1,0,87,1995,Darebin,-37.7554,144.982,Northern Metropolitan,8870
Caulfield East,4 Lord St,3,h,1380K,Bayside,8/10/16,3145,3,1,2,658,,,Glen Eira,-37.885,145.0466,Southern Metropolitan,608
Greenvale,65 Clare Bvd,4,h,730K,YPA,27/05/2017,3059,4,2,1,633,270,2004,Hume,-37.63958,144.90267,Northern Metropolitan,4864
Niddrie,51 Garnet St,1,h,1330K,Brad,3/12/16,3042,1,1,1,846,,,Moonee Valley,-37.7467,144.8872,Western Metropolitan,2291
Reservoir,40 Lockton Av,3,h,670K,hockingstuart,29/07/2017,3073,3,2,1,536,,1970,Darebin,-37.69505,144.98126,Northern Metropolitan,21650
Wantirna South,1/20 Kensington Pl,3,t,630K,Ray,22/07/2017,3152,3,1,2,169,141,2001,Knox,-37.87345,145.22973,Eastern Metropolitan,7082
Balwyn North,1A Kawarren St,3,h,1360K,Fletchers,12/8/17,3104,3,2,2,424,,,Boroondara,-37.78617,145.09202,Southern Metropolitan,7809
Croydon North,17 The Dell,4,h,859K,hockingstuart,17/06/2017,3136,4,2,3,660,,,Maroondah,-37.76436,145.2804,Eastern Metropolitan,2985
North Melbourne,70 Munster Tce,2,t,1105K,Jellis,4/3/17,3051,2,2,1,88,119,2010,Melbourne,-37.8018,144.9429,Northern Metropolitan,6821
Glen Huntly,1/1110 Glen Huntly Rd,2,u,450K,Woodards,29/07/2017,3163,2,1,1,0,77,2010,Glen Eira,-37.88937,145.04038,Southern Metropolitan,2403
